,AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel,Attitude,Age,Income,Education
150,2,0,3.0,4.0,9,1.0,1.0,,2.0,110106.0,60000.0,1979,,2,110106.0,3.0,3.0,2,3,2.0,1.0,1,1,8.0,1,2,2,4
151,1,0,4.0,5.0,9,2.0,1.0,,2.0,110102.0,22000.0,1980,,2,110102.0,3.0,3.0,2,3,2.0,2.0,2,2,6.0,1,2,2,3
152,3,0,3.0,4.0,9,1.0,1.0,,2.0,110106.0,40000.0,1973,,2,110106.0,3.0,3.0,2,3,2.0,2.0,1,1,3.0,2,2,2,2
153,2,0,3.0,4.0,9,2.0,1.0,,2.0,110108.0,60000.0,1972,,2,110106.0,3.0,,2,3,1.0,1.0,1,1,4.0,1,2,2,3
154,3,0,3.0,3.0,9,1.0,1.0,,2.0,110106.0,10000.0,1998,,1,110106.0,,,2,3,1.0,2.0,1,3,9.0,2,1,1,4
155,4,0,4.0,5.0,9,4.0,1.0,,2.0,110106.0,100000.0,1972,,2,110106.0,,,2,3,1.0,1.0,1,1,3.0,3,2,2,2
156,2,0,3.0,4.0,9,2.0,1.0,,2.0,131100.0,50000.0,1972,,2,110106.0,2.0,2.0,2,3,2.0,1.0,1,1,9.0,1,2,2,4
157,1,0,3.0,4.0,9,3.0,2.0,,2.0,110106.0,50000.0,1981,,2,110106.0,2.0,3.0,2,3,2.0,1.0,1,1,5.0,1,2,2,3
158,3,10,5.0,5.0,9,2.0,1.0,2.0,2.0,110106.0,75000.0,1986,5.0,1,110106.0,2.0,2.0,2,3,1.0,1.0,1,1,9.0,2,2,2,4
159,3,0,3.0,5.0,9,1.0,1.0,,2.0,110106.0,60000.0,1984,5.0,1,110106.0,2.0,3.0,2,3,1.0,1.0,1,1,4.0,2,2,2,3
160,1,0,1.0,4.0,9,,,,2.0,110106.0,,1954,10.0,2,110106.0,2.0,2.0,2,3,2.0,1.0,1,1,3.0,1,3,3,2
161,1,0,2.0,4.0,9,,,,2.0,110106.0,,1954,2.0,2,110106.0,4.0,4.0,2,3,1.0,1.0,1,1,3.0,1,3,3,2
162,2,0,4.0,5.0,9,,,,2.0,130681.0,,1982,2.0,2,110106.0,,3.0,2,3,1.0,1.0,1,1,8.0,1,2,3,4
163,3,0,4.0,5.0,9,3.0,1.0,,2.0,110106.0,60000.0,1977,11.0,2,110106.0,3.0,,2,3,1.0,1.0,1,1,8.0,2,2,2,4
164,1,0,1.0,2.0,9,,,,2.0,110106.0,,1977,11.0,2,110106.0,2.0,2.0,2,3,1.0,1.0,1,1,2.0,1,2,3,2
165,3,0,,,9,,,,2.0,110106.0,,1974,,2,110106.0,,,2,3,1.0,1.0,2,2,3.0,2,2,3,2
166,3,0,,,9,,,,2.0,110102.0,,1958,,2,110106.0,1.0,1.0,2,3,1.0,1.0,2,2,5.0,2,2,3,3
167,3,0,,,9,,,,2.0,110106.0,,1962,5.0,2,110105.0,,,2,3,,,2,2,4.0,2,2,3,3
168,2,0,,,9,1.0,1.0,,2.0,110106.0,50000.0,1963,10.0,2,110106.0,3.0,2.0,2,1,,,2,2,8.0,1,2,2,4
169,2,0,,,9,,,,2.0,110106.0,,1956,10.0,3,110106.0,3.0,1.0,2,1,,,2,2,8.0,1,3,3,4
170,3,0,,,9,2.0,1.0,,2.0,110106.0,180000.0,1972,6.0,2,110106.0,8.0,,2,1,,,2,4,9.0,2,2,3,4
171,2,0,,,9,,,,2.0,210000.0,,1954,2.0,2,110106.0,,1.0,2,1,,,2,2,5.0,1,3,3,3
172,2,0,,,9,2.0,1.0,,2.0,420582.0,36000.0,1980,7.0,2,110106.0,2.0,2.0,2,1,1.0,1.0,1,2,8.0,1,2,2,4
173,3,0,,,9,4.0,1.0,,2.0,110106.0,48000.0,1979,11.0,1,110106.0,,,2,1,2.0,2.0,3,4,9.0,2,2,2,4
174,3,0,,,9,1.0,1.0,,2.0,110106.0,50000.0,1983,6.0,1,110106.0,,,2,1,2.0,2.0,2,2,9.0,2,2,2,4
175,3,0,,,9,2.0,1.0,2.0,2.0,110102.0,50000.0,1987,8.0,2,110102.0,7.0,7.0,2,3,2.0,2.0,2,2,9.0,2,2,2,4
176,2,0,,,2,,,,2.0,230100.0,,1959,4.0,2,110106.0,4.0,1.0,2,3,,,2,2,4.0,1,2,3,3
177,1,0,,,9,1.0,1.0,,2.0,110101.0,50000.0,1978,10.0,2,110106.0,8.0,8.0,2,1,2.0,2.0,2,2,9.0,1,2,2,4
178,2,0,,,9,1.0,1.0,,1.0,110106.0,36000.0,1972,11.0,2,110106.0,8.0,9.0,2,3,2.0,2.0,2,2,9.0,1,2,2,4
179,3,0,,,9,,,,2.0,110108.0,,1966,2.0,1,110108.0,1.0,1.0,2,3,2.0,2.0,3,4,3.0,2,2,3,2
180,2,0,,,9,,,,2.0,110108.0,,1957,7.0,2,110108.0,4.0,1.0,2,1,2.0,2.0,2,4,4.0,1,3,3,3
181,2,0,,,9,,,,2.0,110101.0,,1963,9.0,2,110108.0,2.0,1.0,2,3,2.0,2.0,3,4,4.0,1,2,3,3
182,3,0,,,6,,,,2.0,110108.0,,1956,1.0,2,110108.0,1.0,1.0,2,3,1.0,2.0,3,4,3.0,2,3,3,2
183,1,0,,,9,,,,2.0,120114.0,,1957,1.0,2,110108.0,2.0,1.0,2,3,2.0,2.0,2,4,4.0,1,3,3,3
184,3,0,,,9,1.0,1.0,2.0,2.0,110108.0,50000.0,1987,4.0,1,110108.0,,,2,3,2.0,2.0,3,4,9.0,2,2,2,4
185,1,0,,,9,,,,2.0,130627.0,,1956,10.0,2,110108.0,2.0,1.0,2,3,1.0,1.0,3,4,3.0,1,3,3,2
186,4,5,,,9,,,,2.0,361002.0,,1995,5.0,1,110108.0,4.0,4.0,2,1,1.0,1.0,2,2,10.0,3,1,3,4
187,3,5,,,9,1.0,1.0,,2.0,360681.0,0.0,1995,4.0,1,110108.0,9.0,9.0,2,1,2.0,2.0,2,2,10.0,2,1,1,4
188,3,0,,,9,1.0,1.0,1.0,2.0,140202.0,140000.0,1972,4.0,2,110108.0,8.0,,2,3,,,3,4,9.0,2,2,3,4
189,4,0,,,9,1.0,1.0,,2.0,230803.0,108000.0,1991,7.0,1,110108.0,,,2,3,2.0,2.0,2,4,9.0,3,1,3,4
190,2,0,,,9,,,,2.0,110108.0,,1964,2.0,4,110108.0,2.0,,2,3,,,2,4,8.0,1,2,3,4
191,2,0,,,9,2.0,1.0,,2.0,411723.0,40000.0,1992,4.0,1,411723.0,,,2,3,1.0,1.0,1,1,9.0,1,1,2,4
192,3,0,,,9,1.0,1.0,,2.0,231002.0,120000.0,1989,1.0,6,110108.0,4.0,7.0,2,3,2.0,2.0,2,2,9.0,2,1,3,4
193,2,0,,,9,,,,2.0,110101.0,,1957,1.0,2,110108.0,4.0,3.0,2,3,2.0,2.0,3,4,3.0,1,3,3,2
194,3,0,,,9,1.0,1.0,,2.0,210104.0,250000.0,1992,9.0,1,120106.0,7.0,8.0,2,3,2.0,2.0,2,4,9.0,2,1,3,4
195,2,0,,,9,,,,2.0,110108.0,,1955,4.0,2,110108.0,,,2,3,2.0,2.0,2,2,3.0,1,3,3,2
196,3,0,,,9,,,,2.0,110114.0,,1956,10.0,2,110108.0,,,2,3,1.0,1.0,2,2,3.0,2,3,3,2
197,3,0,,,9,1.0,1.0,2.0,2.0,210102.0,120000.0,1990,4.0,1,110108.0,,,2,3,2.0,2.0,2,2,9.0,2,1,3,4
198,3,0,,,9,2.0,1.0,,2.0,110108.0,60000.0,1978,12.0,3,110108.0,,,2,3,2.0,2.0,3,4,8.0,2,2,2,4
199,2,0,,,9,1.0,1.0,2.0,2.0,131003.0,80000.0,1992,3.0,1,110108.0,9.0,8.0,2,3,2.0,2.0,2,2,9.0,1,1,2,4
200,3,2,,,9,1.0,1.0,,2.0,110108.0,120000.0,1992,5.0,1,110108.0,,,2,3,2.0,2.0,2,2,9.0,2,1,3,4
201,3,0,,,9,1.0,1.0,1.0,2.0,230602.0,120000.0,1994,1.0,6,110108.0,3.0,2.0,2,3,1.0,1.0,2,2,9.0,2,1,3,4
202,3,0,,,9,1.0,1.0,1.0,2.0,371724.0,50000.0,1978,9.0,2,110108.0,2.0,1.0,2,3,2.0,1.0,1,3,7.0,2,2,2,3
203,1,0,,,9,1.0,1.0,,2.0,110108.0,42000.0,1981,4.0,2,110108.0,2.0,3.0,2,3,2.0,1.0,2,2,7.0,1,2,2,3
204,2,1,,,9,1.0,1.0,,2.0,110102.0,70000.0,1974,9.0,2,110102.0,3.0,,2,1,2.0,2.0,2,2,7.0,1,2,2,3
205,2,0,,,9,,,,2.0,110108.0,,1970,1.0,2,110108.0,2.0,2.0,2,3,,,3,4,9.0,1,2,3,4
206,3,0,,,9,1.0,1.0,,2.0,110106.0,60000.0,1996,9.0,1,110106.0,4.0,3.0,2,3,1.0,2.0,2,2,8.0,2,1,2,4
207,2,0,,,9,4.0,2.0,,2.0,110108.0,20000.0,1965,12.0,2,110108.0,1.0,2.0,2,3,2.0,2.0,2,4,3.0,1,2,1,2
208,1,0,,,9,1.0,1.0,1.0,2.0,110108.0,0.0,1970,6.0,2,110108.0,4.0,1.0,2,3,1.0,1.0,1,3,8.0,1,2,1,4
209,3,0,,,9,,,,2.0,110108.0,,1979,1.0,2,110108.0,,1.0,2,3,2.0,1.0,1,3,8.0,2,2,3,4
210,2,0,,,9,2.0,1.0,,2.0,110108.0,100000.0,1975,11.0,2,110108.0,4.0,2.0,2,3,2.0,2.0,2,4,7.0,1,2,2,3
211,2,0,,,9,2.0,1.0,,2.0,110108.0,0.0,1973,1.0,2,110108.0,3.0,1.0,2,3,1.0,1.0,2,4,4.0,1,2,1,3
212,2,0,,,9,4.0,3.0,,2.0,410326.0,50000.0,1963,11.0,2,410326.0,2.0,2.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
213,2,0,,,9,1.0,1.0,,2.0,110108.0,50000.0,1970,5.0,4,110108.0,8.0,4.0,2,1,2.0,1.0,1,3,7.0,1,2,2,3
214,3,1,,,9,,,,2.0,110108.0,,2001,5.0,1,110108.0,7.0,,2,3,2.0,1.0,2,2,4.0,2,1,3,3
215,1,0,,,4,2.0,1.0,,2.0,110108.0,200000.0,1970,8.0,2,110108.0,2.0,2.0,2,3,1.0,1.0,1,3,7.0,1,2,3,3
216,2,0,,,9,,,,2.0,110108.0,,1964,4.0,2,110108.0,2.0,2.0,2,3,1.0,1.0,1,3,4.0,1,2,3,3
217,2,0,,,9,3.0,1.0,,2.0,130902.0,30000.0,1974,5.0,2,110108.0,2.0,2.0,2,3,,,1,3,4.0,1,2,2,3
218,2,0,,,9,,,,2.0,110108.0,,1965,4.0,2,110108.0,2.0,2.0,2,3,,1.0,1,3,4.0,1,2,3,3
219,2,0,,,9,1.0,1.0,2.0,2.0,130227.0,60000.0,1979,5.0,2,130227.0,8.0,8.0,2,3,,,2,2,8.0,1,2,2,4
220,2,0,,,9,3.0,1.0,,2.0,110108.0,50000.0,1984,8.0,1,110108.0,3.0,4.0,2,3,1.0,1.0,1,2,7.0,1,2,2,3
221,2,0,,,9,1.0,1.0,2.0,2.0,150721.0,50000.0,1981,6.0,2,110108.0,,,2,3,2.0,1.0,2,2,9.0,1,2,2,4
222,2,0,,,9,1.0,1.0,2.0,2.0,110108.0,40000.0,1967,6.0,2,110108.0,2.0,2.0,2,3,1.0,1.0,1,3,7.0,1,2,2,3
223,2,0,,,9,4.0,4.0,,2.0,110108.0,0.0,1958,4.0,5,110108.0,2.0,1.0,2,3,1.0,1.0,1,3,2.0,1,2,1,2
224,3,0,,,9,1.0,1.0,1.0,2.0,110108.0,30000.0,1981,6.0,2,110108.0,9.0,4.0,2,1,2.0,2.0,2,4,9.0,2,2,2,4
225,1,0,,,9,2.0,2.0,,2.0,110108.0,35000.0,1960,1.0,2,110108.0,2.0,3.0,2,1,,,3,4,4.0,1,2,2,3
226,3,0,,,9,1.0,1.0,2.0,2.0,110108.0,34000.0,1970,5.0,2,110108.0,4.0,1.0,2,3,1.0,1.0,1,3,3.0,2,2,2,2
227,1,0,,,9,,,,2.0,110108.0,,2001,6.0,1,110108.0,,,2,3,2.0,2.0,1,3,7.0,1,1,3,3
228,3,0,,,9,,,,2.0,110108.0,,1956,12.0,2,110108.0,2.0,1.0,2,1,,,3,4,3.0,2,3,3,2
229,2,0,,,9,,,,2.0,110108.0,,1962,9.0,2,110108.0,1.0,1.0,2,3,,,1,3,4.0,1,2,3,3
230,2,0,2.0,4.0,9,4.0,2.0,,2.0,110115.0,12000.0,1971,9.0,2,110115.0,1.0,1.0,2,3,,,1,1,3.0,1,2,1,2
231,2,0,4.0,5.0,9,2.0,1.0,,2.0,130637.0,24000.0,1970,,2,110115.0,1.0,2.0,2,1,,,1,1,8.0,1,2,2,4
232,2,0,2.0,4.0,9,,,,2.0,110115.0,,1958,7.0,2,110115.0,,,2,3,,,1,1,4.0,1,2,3,3
233,2,0,4.0,4.0,9,4.0,3.0,,2.0,110115.0,12000.0,1959,5.0,2,110115.0,1.0,1.0,2,3,,,1,1,4.0,1,2,1,3
234,2,0,4.0,4.0,9,,,,2.0,110115.0,,1959,9.0,2,110115.0,1.0,1.0,2,3,,,1,1,4.0,1,2,3,3
235,1,0,4.0,4.0,9,,,,2.0,131022.0,,1982,1.0,3,110115.0,1.0,2.0,2,3,,,1,1,3.0,1,2,3,2
236,2,0,4.0,4.0,9,,,,2.0,110115.0,,1958,9.0,3,110115.0,1.0,1.0,2,3,,,1,1,3.0,1,2,3,2
237,2,0,4.0,3.0,9,,,,2.0,110115.0,,1966,7.0,2,110115.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
238,3,0,1.0,4.0,9,,,,2.0,110115.0,,1963,4.0,2,110115.0,2.0,2.0,2,3,1.0,1.0,1,1,3.0,2,2,3,2
239,3,0,2.0,4.0,9,4.0,4.0,,2.0,210100.0,30000.0,1962,10.0,2,110115.0,1.0,,2,3,,,1,1,2.0,2,2,2,2
240,2,0,2.0,4.0,9,4.0,2.0,,2.0,110115.0,8000.0,1968,10.0,2,110115.0,2.0,,2,3,1.0,,1,1,2.0,1,2,1,2
241,2,0,2.0,4.0,9,4.0,1.0,2.0,2.0,110115.0,35000.0,1982,12.0,2,110115.0,3.0,3.0,2,3,1.0,1.0,1,1,4.0,1,2,2,3
242,2,0,2.0,2.0,9,3.0,3.0,,2.0,110115.0,45000.0,1969,2.0,2,110115.0,3.0,4.0,1,3,,,1,1,3.0,1,2,2,2
243,2,0,5.0,4.0,9,,,,2.0,110115.0,,1972,10.0,2,110115.0,3.0,1.0,2,3,,,1,3,4.0,1,2,3,3
244,2,0,4.0,4.0,9,,,,2.0,110115.0,,1969,6.0,2,110115.0,1.0,1.0,2,3,,,1,1,3.0,1,2,3,2
245,2,0,4.0,4.0,9,3.0,1.0,,2.0,110115.0,60000.0,1970,3.0,2,110115.0,,1.0,2,3,,,1,1,3.0,1,2,2,2
246,4,0,4.0,4.0,9,,,,2.0,110115.0,,1997,1.0,1,110115.0,,,2,3,1.0,1.0,1,1,8.0,3,1,3,4
247,3,0,3.0,3.0,9,,,,2.0,110115.0,,1964,11.0,3,110115.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,2,2,3,2
248,3,0,4.0,5.0,9,4.0,2.0,,2.0,110115.0,20000.0,1969,3.0,2,110115.0,2.0,2.0,2,3,,,1,1,3.0,2,2,1,2
249,2,0,4.0,4.0,9,,,,2.0,130324.0,,1954,7.0,2,110115.0,3.0,1.0,2,3,,,1,1,3.0,1,3,3,2
250,3,0,4.0,4.0,9,,,,2.0,110115.0,,1956,9.0,2,110115.0,1.0,1.0,2,3,,,1,1,3.0,2,3,3,2
251,2,0,4.0,4.0,9,,,,2.0,110115.0,,1963,9.0,2,110115.0,1.0,1.0,2,3,,,1,1,2.0,1,2,3,2
252,2,0,4.0,4.0,9,,,,2.0,110115.0,,1960,6.0,2,110115.0,1.0,1.0,2,3,1.0,1.0,1,1,4.0,1,2,3,3
253,3,0,2.0,4.0,9,4.0,1.0,,2.0,130635.0,70000.0,1962,11.0,2,110115.0,2.0,2.0,2,3,,,1,1,3.0,2,2,2,2
254,3,0,3.0,3.0,9,,,,2.0,,,1975,8.0,2,,1.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,3,2
255,2,0,2.0,4.0,9,,,,2.0,110115.0,,1958,7.0,2,110115.0,1.0,1.0,2,3,,,1,1,4.0,1,2,3,3
256,3,0,2.0,4.0,9,,,,2.0,110101.0,,1969,8.0,2,110115.0,2.0,2.0,2,3,,,1,1,3.0,2,2,3,2
257,1,0,2.0,5.0,9,,,,2.0,510100.0,,1971,10.0,2,110115.0,,4.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
258,1,0,4.0,3.0,9,4.0,4.0,,2.0,110115.0,80000.0,1947,6.0,5,110115.0,2.0,2.0,2,3,1.0,1.0,1,1,3.0,1,3,2,2
259,2,0,4.0,4.0,9,,,,2.0,110115.0,,1968,1.0,2,110115.0,1.0,1.0,2,3,,,1,1,3.0,1,2,3,2
260,3,0,4.0,4.0,9,,,,2.0,110115.0,,2001,1.0,1,110115.0,,,2,3,1.0,1.0,1,1,4.0,2,1,3,3
261,3,0,2.0,2.0,9,4.0,4.0,2.0,2.0,110115.0,100000.0,1967,5.0,2,110115.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,2,2
262,1,0,3.0,3.0,9,,,,2.0,110115.0,,1961,4.0,2,110115.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
263,3,0,4.0,5.0,9,,,,2.0,110115.0,,2002,8.0,1,110115.0,,,2,3,1.0,1.0,1,1,4.0,2,1,3,3
264,3,0,4.0,4.0,9,,,,2.0,130432.0,,1985,1.0,2,110115.0,4.0,2.0,2,3,1.0,1.0,1,1,3.0,2,2,3,2
265,2,0,4.0,4.0,9,3.0,2.0,,2.0,110115.0,30000.0,1980,6.0,2,110115.0,6.0,3.0,2,3,,,1,1,3.0,1,2,2,2
266,2,0,4.0,4.0,9,,,,2.0,110115.0,,1980,1.0,2,110115.0,1.0,1.0,2,3,,,1,1,3.0,1,2,3,2
267,2,0,3.0,4.0,9,3.0,1.0,,2.0,110115.0,20000.0,1969,5.0,2,110115.0,2.0,1.0,2,3,,,1,1,3.0,1,2,1,2
268,3,0,2.0,2.0,9,,,,2.0,110115.0,,1958,3.0,2,110115.0,,,2,3,1.0,1.0,1,1,3.0,2,2,3,2
269,3,0,3.0,3.0,9,4.0,3.0,,2.0,110115.0,30000.0,1970,12.0,5,110115.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,2,2,2,2
270,3,0,2.0,3.0,9,,,,2.0,130100.0,,1963,8.0,2,110115.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,3,2
271,3,0,5.0,4.0,9,,,,2.0,110115.0,,1957,12.0,2,110115.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,2,3,3,2
272,3,0,3.0,4.0,9,4.0,2.0,,2.0,110115.0,30000.0,1960,2.0,2,110115.0,,1.0,2,3,,,1,1,3.0,2,2,2,2
273,3,0,4.0,4.0,9,2.0,1.0,,2.0,110115.0,50000.0,1980,10.0,2,110115.0,3.0,1.0,1,3,1.0,1.0,1,1,3.0,2,2,2,2
274,1,0,,,9,,,,2.0,120101.0,,1954,,5,120101.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,3,3,2
275,2,0,,,9,,,,2.0,120101.0,,1963,,2,120101.0,,1.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
276,1,0,,,9,,,,2.0,120101.0,,1963,,2,120101.0,3.0,2.0,2,3,1.0,1.0,1,1,4.0,1,2,3,3
277,3,0,,,9,,,,2.0,120103.0,,1957,,2,120101.0,2.0,2.0,2,3,1.0,1.0,2,2,3.0,2,3,3,2
278,3,0,,,9,1.0,1.0,1.0,2.0,120101.0,48000.0,1990,,1,120101.0,3.0,,2,3,2.0,2.0,2,2,9.0,2,1,2,4
279,2,0,,,9,,,,2.0,120101.0,,1963,8.0,2,120101.0,3.0,3.0,2,3,1.0,1.0,2,2,4.0,1,2,3,3
280,3,0,,,9,2.0,1.0,2.0,2.0,120101.0,48000.0,1982,,1,120101.0,,,2,3,2.0,2.0,2,2,8.0,2,2,2,4
281,2,0,,,9,,,,2.0,120101.0,,1956,,2,120101.0,2.0,1.0,2,3,1.0,1.0,2,2,2.0,1,3,3,2
282,2,0,,,9,,,,2.0,120101.0,,1962,,1,120101.0,1.0,,2,3,1.0,1.0,2,2,3.0,1,2,3,2
283,3,0,,,9,,,,2.0,120101.0,,1962,,2,120101.0,,,2,3,2.0,2.0,2,2,3.0,2,2,3,2
284,2,0,,,9,,,,2.0,120101.0,,1957,,4,120101.0,2.0,1.0,2,3,1.0,1.0,2,2,3.0,1,3,3,2
285,2,0,,,9,,,,2.0,120101.0,,1957,,2,120101.0,2.0,2.0,2,3,1.0,1.0,2,2,6.0,1,3,3,3
286,1,0,,,9,2.0,1.0,2.0,2.0,120101.0,30000.0,1981,,2,120101.0,,,2,3,1.0,1.0,2,2,7.0,1,2,2,3
287,1,0,,,9,,,,2.0,120101.0,,1960,,2,120101.0,3.0,,2,3,1.0,1.0,2,2,3.0,1,2,3,2
288,3,0,,,9,2.0,2.0,1.0,2.0,120102.0,60000.0,1973,,2,120102.0,,2.0,2,3,2.0,2.0,2,2,3.0,2,2,2,2
289,4,10,,,3,1.0,1.0,,2.0,120102.0,70000.0,1986,10.0,2,120102.0,,4.0,2,3,2.0,2.0,2,2,4.0,3,2,2,3
290,1,0,,,9,,,,2.0,120102.0,,1964,,2,120102.0,2.0,2.0,2,3,1.0,2.0,3,4,4.0,1,2,3,3
291,1,0,,,9,,,,2.0,120102.0,,1964,,2,120102.0,1.0,2.0,2,3,1.0,1.0,2,4,2.0,1,2,3,2
292,3,0,,,9,4.0,3.0,1.0,2.0,120102.0,320000.0,1961,,2,120102.0,2.0,2.0,1,3,2.0,2.0,2,2,8.0,2,2,3,4
293,1,0,,,9,,,,2.0,120102.0,,1959,,2,120102.0,3.0,3.0,2,3,2.0,2.0,2,2,3.0,1,2,3,2
294,1,0,,,9,4.0,2.0,2.0,2.0,120102.0,40500.0,1957,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,4.0,1,3,2,3
295,2,0,,,9,1.0,1.0,1.0,2.0,120102.0,60000.0,1982,,1,120101.0,,,2,3,2.0,2.0,2,2,4.0,1,2,2,3
296,2,0,,,9,4.0,2.0,,2.0,120102.0,50000.0,1989,,1,120102.0,,,2,1,2.0,2.0,2,2,9.0,1,1,2,4
297,2,0,,,9,2.0,1.0,1.0,2.0,120102.0,33600.0,1975,,2,120102.0,3.0,3.0,2,3,2.0,2.0,2,2,6.0,1,2,2,3
298,4,0,,,9,,,,2.0,120102.0,,2000,,1,120102.0,,,2,3,2.0,2.0,2,2,4.0,3,1,3,3
299,2,0,,,9,,,,2.0,120102.0,,1960,,2,120102.0,1.0,1.0,2,3,2.0,2.0,2,2,4.0,1,2,3,3
300,2,0,,,9,,,,2.0,120102.0,,1955,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,3.0,1,3,3,2
301,1,0,,,9,,,,2.0,120102.0,,1956,,2,120102.0,3.0,2.0,2,3,2.0,2.0,2,2,4.0,1,3,3,3
302,3,0,,,9,1.0,1.0,,2.0,120102.0,20000.0,1963,,2,120102.0,2.0,2.0,2,3,,,2,2,4.0,2,2,1,3
303,2,0,,,9,,,,2.0,120102.0,,1964,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,4.0,1,2,3,3
304,2,0,,,3,,,,2.0,120102.0,,1960,,2,120102.0,1.0,1.0,2,3,2.0,2.0,2,2,3.0,1,2,3,2
305,3,0,,,9,,,,2.0,120102.0,,1957,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,4.0,2,3,3,3
306,2,0,,,9,,,,2.0,120102.0,,1955,,2,120102.0,2.0,2.0,2,1,2.0,2.0,2,2,3.0,1,3,3,2
307,3,0,,,9,2.0,1.0,2.0,2.0,120102.0,200000.0,1983,,2,120102.0,,,2,3,2.0,2.0,2,2,7.0,2,2,3,3
308,2,0,,,9,2.0,1.0,1.0,2.0,120102.0,36000.0,1978,,1,120102.0,,,2,3,2.0,2.0,2,2,8.0,1,2,2,4
309,3,0,,,3,,,,2.0,120116.0,,1954,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,3.0,2,3,3,2
310,2,0,,,9,,,,2.0,120102.0,,1955,,2,120102.0,,,2,3,2.0,2.0,2,2,3.0,1,3,3,2
311,2,0,,,9,3.0,4.0,,2.0,120102.0,30000.0,1962,,4,120102.0,1.0,,2,1,2.0,2.0,2,2,7.0,1,2,2,3
312,2,0,,,9,,,,2.0,120102.0,,1958,10.0,2,120102.0,2.0,1.0,2,3,1.0,1.0,2,2,6.0,1,2,3,3
313,3,0,,,9,1.0,1.0,,2.0,120102.0,48000.0,1986,9.0,2,120102.0,,,2,1,2.0,2.0,2,2,9.0,2,2,2,4
314,4,0,,,9,2.0,1.0,,2.0,120102.0,40000.0,1969,2.0,2,120102.0,3.0,,2,1,2.0,2.0,2,2,8.0,3,2,2,4
315,3,0,,,9,,,,2.0,120102.0,,1954,,2,120102.0,1.0,1.0,2,3,2.0,2.0,2,2,3.0,2,3,3,2
316,2,0,,,9,,,,2.0,120102.0,,1956,,2,120102.0,2.0,1.0,2,3,1.0,1.0,2,2,3.0,1,3,3,2
317,2,0,,,9,,,,2.0,130929.0,,1970,,4,120102.0,3.0,2.0,2,3,1.0,1.0,1,2,8.0,1,2,3,4
318,2,0,,,9,3.0,1.0,,2.0,120102.0,30000.0,1973,,2,120102.0,2.0,3.0,2,3,2.0,2.0,2,2,8.0,1,2,2,4
319,2,0,,,9,2.0,3.0,,2.0,120102.0,60000.0,1982,,2,120102.0,7.0,7.0,2,3,2.0,2.0,2,2,8.0,1,2,2,4
320,3,0,,,9,,,,2.0,120110.0,,1969,,2,120110.0,,,2,3,1.0,1.0,1,1,2.0,2,2,3,2
321,2,0,,,9,,,,2.0,120102.0,,1943,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,3.0,1,3,3,2
322,3,0,,,9,,,,2.0,120102.0,,1954,,2,120102.0,,,2,3,2.0,2.0,2,2,3.0,2,3,3,2
323,2,0,,,9,2.0,1.0,,2.0,120114.0,50000.0,1987,,2,120102.0,2.0,2.0,2,1,1.0,1.0,1,2,9.0,1,2,2,4
324,2,0,,,9,,,,2.0,120102.0,,1946,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,3.0,1,3,3,2
325,2,0,,,9,,,,2.0,120102.0,,1961,,2,120102.0,2.0,1.0,2,3,2.0,2.0,2,2,3.0,1,2,3,2
326,2,0,,,9,2.0,1.0,,2.0,120102.0,36000.0,1968,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,8.0,1,2,2,4
327,2,0,,,9,,,,2.0,120102.0,,1959,,2,120102.0,2.0,2.0,2,3,2.0,2.0,2,2,4.0,1,2,3,3
328,1,0,,,8,4.0,4.0,,2.0,120110.0,36000.0,1960,,2,120110.0,,1.0,2,3,1.0,1.0,1,2,2.0,1,2,2,2
